,基金代码,基金简称,基金名称,基金类型,基金拼音
144,000187,HTBRFSCZZQA,华泰柏瑞丰盛纯债债券A,债券型,HUATAIBAIRUIFENGSHENGCHUNZHAIZHAIQUANA
145,000188,HTBRFSCZZQC,华泰柏瑞丰盛纯债债券C,债券型,HUATAIBAIRUIFENGSHENGCHUNZHAIZHAIQUANC
146,000189,YFDFHZQA,易方达丰华债券A,债券型,YIFANGDAFENGHUAZHAIQUANA
147,000190,ZYXHBLHPZHHA,中银新回报灵活配置混合A,混合型,ZHONGYINXINHUIBAOLINGHUOPEIZHIHUNHEA
148,000191,FGXYZZQAB,富国信用债债券A/B,债券型,FUGUOXINYONGZHAIZHAIQUANAB
149,000192,FGXYZZQC,富国信用债债券C,债券型,FUGUOXINYONGZHAIZHAIQUANC
150,000194,YHXYSJHZQA,银华信用四季红债券A,债券型,YINHUAXINYONGSIJIHONGZHAIQUANA
151,000195,GYCZSYHHA,工银成长收益混合A,混合型,GONGYINCHENGZHANGSHOUYIHUNHEA
152,000196,GYCZSYHHB,工银成长收益混合B,混合型,GONGYINCHENGZHANGSHOUYIHUNHEB
153,000197,FGMBSYYNQCZZQ,富国目标收益一年期纯债债券,定开债券,FUGUOMUBIAOSHOUYIYINIANQICHUNZHAIZHAIQUAN
154,000198,THYEBHB,天弘余额宝货币,货币型,TIANHONGYUEBAOHUOBI
155,000199,GTLHCLSYHH,国泰量化策略收益混合,混合型,GUOTAILIANGHUACELUESHOUYIHUNHE
156,000200,BSSSZLYNDKZ,博时岁岁增利一年定开债,定开债券,BOSHISUISUIZENGLIYINIANDINGKAIZHAI
157,000201,NATXYNDKZA,诺安泰鑫一年定开债A,定开债券,NUOANTAIXINYINIANDINGKAIZHAIA
158,000203,GFRRSYHBA,国富日日收益货币A,货币型,GUOFURIRISHOUYIHUOBIA
159,000204,GFRRSYHBB,国富日日收益货币B,货币型,GUOFURIRISHOUYIHUOBIB
160,000205,YFDTZJXYZZQA,易方达投资级信用债债券A,债券型,YIFANGDATOUZIJIXINYONGZHAIZHAIQUANA
161,000206,YFDTZJXYZZQC,易方达投资级信用债债券C,债券型,YIFANGDATOUZIJIXINYONGZHAIZHAIQUANC
162,000207,JXSZZQZQA,建信双债增强债券A,债券型,JIANXINSHUANGZHAIZENGQIANGZHAIQUANA
163,000208,JXSZZQZQC,建信双债增强债券C,债券型,JIANXINSHUANGZHAIZENGQIANGZHAIQUANC
164,000209,XCXXCYHH,信诚新兴产业混合,混合型,XINCHENGXINXINGCHANYEHUNHE
165,000210,GDXJBHBA,光大现金宝货币A,货币型,GUANGDAXIANJINBAOHUOBIA
166,000211,GDXJBHBB,光大现金宝货币B,货币型,GUANGDAXIANJINBAOHUOBIB
167,000212,TXXYDQKFA,泰信鑫益定期开放A,定开债券,TAIXINXINYIDINGQIKAIFANGA
168,000213,TXXYDQKFC,泰信鑫益定期开放C,定开债券,TAIXINXINYIDINGQIKAIFANGC
169,000214,GFCZYXHH,广发成长优选混合,混合型,GUANGFACHENGZHANGYOUXUANHUNHE
170,000215,GFQSYXLHPZHHA,广发趋势优选灵活配置混合A,混合型,GUANGFAQUSHIYOUXUANLINGHUOPEIZHIHUNHEA
171,000216,HAHJYETFLJA,华安黄金易ETF联接A,联接基金,HUAANHUANGJINYIETFLIANJIEA
172,000217,HAHJYETFLJC,华安黄金易ETF联接C,联接基金,HUAANHUANGJINYIETFLIANJIEC
173,000218,GTHJETFLJA,国泰黄金ETF联接A,联接基金,GUOTAIHUANGJINETFLIANJIEA
174,000219,BSYYHH,博时裕益混合,混合型,BOSHIYUYIHUNHE
175,000220,FGYLBJHYHHA,富国医疗保健行业混合A,混合型,FUGUOYILIAOBAOJIANHANGYEHUNHEA
176,000221,HTFNNLDKZA,汇添富年年利定开债A,定开债券,HUITIANFUNIANNIANLIDINGKAIZHAIA
177,000222,HTFNNLDKZC,汇添富年年利定开债C,定开债券,HUITIANFUNIANNIANLIDINGKAIZHAIC
178,000225,CSNNSYDQZQA,长盛年年收益定期债券A,定开债券,CHANGSHENGNIANNIANSHOUYIDINGQIZHAIQUANA
179,000226,CSNNSYDQZQC,长盛年年收益定期债券C,定开债券,CHANGSHENGNIANNIANSHOUYIDINGQIZHAIQUANC
180,000227,HANNHZQA,华安年年红债券A,定开债券,HUAANNIANNIANHONGZHAIQUANA
181,000235,NAWGSYYNDKZ,诺安稳固收益一年定开债,定开债券,NUOANWENGUSHOUYIYINIANDINGKAIZHAI
182,000236,GYYYXDQZFZQA,工银月月薪定期支付债券A,债券型,GONGYINYUEYUEXINDINGQIZHIFUZHAIQUANA
183,000239,HANNYDKZA,华安年年盈定开债A,定开债券,HUAANNIANNIANYINGDINGKAIZHAIA
184,000240,HANNYDKZC,华安年年盈定开债C,定开债券,HUAANNIANNIANYINGDINGKAIZHAIC
185,000241,BYHXYSHHC,宝盈核心优势混合C,混合型,BAOYINGHEXINYOUSHIHUNHEC
186,000242,JSCCCLJXLHPZHH,景顺长城策略精选灵活配置混合,混合型,JINGSHUNCHANGCHENGCELUEJINGXUANLINGHUOPEIZHIHUNHE
187,000244,THWLDQKFA,天弘稳利定期开放A,定开债券,TIANHONGWENLIDINGQIKAIFANGA
188,000245,THWLDQKFB,天弘稳利定期开放B,定开债券,TIANHONGWENLIDINGQIKAIFANGB
189,000246,BSYYXDQZFZQ,博时月月薪定期支付债券,定开债券,BOSHIYUEYUEXINDINGQIZHIFUZHAIQUAN
190,000248,HTFZZZYXFETFLJ,汇添富中证主要消费ETF联接,联接基金,HUITIANFUZHONGZHENGZHUYAOXIAOFEIETFLIANJIE
191,000251,GYJRDCHHA,工银金融地产混合A,混合型,GONGYINJINRONGDICHANHUNHEA
192,000252,JSCCJXXYCZZQA,景顺长城景兴信用纯债债券A,债券型,JINGSHUNCHANGCHENGJINGXINGXINYONGCHUNZHAIZHAIQUANA
193,000253,JSCCJXXYCZZQC,景顺长城景兴信用纯债债券C,债券型,JINGSHUNCHANGCHENGJINGXINGXINYONGCHUNZHAIZHAIQUANC
194,000254,CCDKZA,长城定开债A,定开债券,CHANGCHENGDINGKAIZHAIA
195,000255,CCDKZC,长城定开债C,定开债券,CHANGCHENGDINGKAIZHAIC
196,000256,STMGHLHBHHA,上投摩根红利回报混合A,混合型,SHANGTOUMOGENHONGLIHUIBAOHUNHEA
197,000259,NYQJSYHH,农银区间收益混合,混合型,NONGYINQUJIANSHOUYIHUNHE
198,000263,GYXXCYHHA,工银信息产业混合A,混合型,GONGYINXINXICHANYEHUNHEA
199,000264,BSNXZZHH,博时内需增长混合,混合型,BOSHINEIXUZENGZHANGHUNHE
200,000265,YFDHJTL1NDKZA,易方达恒久添利1年定开债A,定开债券,YIFANGDAHENGJIUTIANLI1NIANDINGKAIZHAIA
201,000266,YFDHJTL1NDKZC,易方达恒久添利1年定开债C,定开债券,YIFANGDAHENGJIUTIANLI1NIANDINGKAIZHAIC
202,000267,GFJLYNDKZA,广发集利一年定开债A,定开债券,GUANGFAJILIYINIANDINGKAIZHAIA
203,000268,GFJLYNDKZC,广发集利一年定开债C,定开债券,GUANGFAJILIYINIANDINGKAIZHAIC
204,000270,JXLHPZHH,建信灵活配置混合,混合型,JIANXINLINGHUOPEIZHIHUNHE
205,000271,ZYDKZA,中邮定开债A,定开债券,ZHONGYOUDINGKAIZHAIA
206,000272,ZYDKZC,中邮定开债C,定开债券,ZHONGYOUDINGKAIZHAIC
207,000273,HRYDAXLHPZHHA,华润元大安鑫灵活配置混合A,混合型,HUARUNYUANDAANXINLINGHUOPEIZHIHUNHEA
208,000274,GFYTZGSYZQ,广发亚太中高收益债券,QDII,GUANGFAYATAIZHONGGAOSHOUYIZHAIQUAN
209,000275,GFYTZGSYZQXH,广发亚太中高收益债券现汇,QDII,GUANGFAYATAIZHONGGAOSHOUYIZHAIQUANXIANHUI
210,000277,BSSYXDQZFZQ,博时双月薪定期支付债券,定开债券,BOSHISHUANGYUEXINDINGQIZHIFUZHAIQUAN
211,000279,HSHLYXHH,华商红利优选混合,混合型,HUASHANGHONGLIYOUXUANHUNHE
212,000286,YHXYJJHZQA,银华信用季季红债券A,债券型,YINHUAXINYONGJIJIHONGZHAIQUANA
213,000289,PHFTDKZA,鹏华丰泰定开债A,定开债券,PENGHUAFENGTAIDINGKAIZHAIA
214,000290,PHQQGSYZQDII,鹏华全球高收益债(QDII),QDII,PENGHUAQUANQIUGAOSHOUYIZHAIQDII
215,000294,HASTYXHH,华安生态优先混合,混合型,HUAANSHENGTAIYOUXIANHUNHE
216,000295,PHFSDKZA,鹏华丰实定开债A,定开债券,PENGHUAFENGSHIDINGKAIZHAIA
217,000296,PHFSDKZB,鹏华丰实定开债B,定开债券,PENGHUAFENGSHIDINGKAIZHAIB
218,000297,PHKZZZQA,鹏华可转债债券A,债券型,PENGHUAKEZHUANZHAIZHAIQUANA
219,000298,ZHCZZQA,中海纯债债券A,债券型,ZHONGHAICHUNZHAIZHAIQUANA
220,000299,ZHCZZQC,中海纯债债券C,债券型,ZHONGHAICHUNZHAIZHAIQUANC
221,000300,DBDLHBA,德邦德利货币A,货币型,DEBANGDELIHUOBIA
222,000301,DBDLHBB,德邦德利货币B,货币型,DEBANGDELIHUOBIB
223,000305,ZYZGDJA,中银中高等级A,债券型,ZHONGYINZHONGGAODENGJIA
224,000306,THHLZQ,天弘弘利债券,债券型,TIANHONGHONGLIZHAIQUAN
225,000307,YFDHJETFLJA,易方达黄金ETF联接A,联接基金,YIFANGDAHUANGJINETFLIANJIEA
226,000308,JXCXZGHH,建信创新中国混合,混合型,JIANXINCHUANGXINZHONGGUOHUNHE
227,000309,DMPZSHJXGP,大摩品质生活精选股票,股票型,DAMOPINZHISHENGHUOJINGXUANGUPIAO
228,000310,AXYLXYA,安信永利信用A,定开债券,ANXINYONGLIXINYONGA
229,000311,JSCCHS300ZSZQ,景顺长城沪深300指数增强,股票指数,JINGSHUNCHANGCHENGHUSHEN300ZHISHUZENGQIANG
230,000312,HAHS300ZQA,华安沪深300增强A,股票指数,HUAANHUSHEN300ZENGQIANGA
231,000313,HAHS300ZQC,华安沪深300增强C,股票指数,HUAANHUSHEN300ZENGQIANGC
232,000314,ZSRFLHPZHHFQSA,招商瑞丰灵活配置混合发起式A,混合型,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIA
233,000316,ZHRLLGYDKZ,中海瑞利六个月定开债,定开债券,ZHONGHAIRUILILIUGEYUEDINGKAIZHAI
234,000319,TDTLZQA,泰达淘利债券A,债券型,TAIDATAOLIZHAIQUANA
235,000320,TDTLZQC,泰达淘利债券C,债券型,TAIDATAOLIZHAIQUANC
236,000322,NYHLJHZQ,农银汇理金汇债券,债券型,NONGYINHUILIJINHUIZHAIQUAN
237,000324,HRYDXJSYHBA,华润元大现金收益货币A,货币型,HUARUNYUANDAXIANJINSHOUYIHUOBIA
238,000325,HRYDXJSYHBB,华润元大现金收益货币B,货币型,HUARUNYUANDAXIANJINSHOUYIHUOBIB
239,000326,NFZXPCZGP,南方中小盘成长股票,股票型,NANFANGZHONGXIAOPANCHENGZHANGGUPIAO
240,000327,NFXLCHH,南方新蓝筹混合,混合型,NANFANGXINLANCHOUHUNHE
241,000328,STMGZXDLLHPZHH,上投摩根转型动力灵活配置混合,混合型,SHANGTOUMOGENZHUANXINGDONGLILINGHUOPEIZHIHUNHE
242,000329,PHFRDKZ,鹏华丰饶定开债,定开债券,PENGHUAFENGRAODINGKAIZHAI
243,000330,HTFXJBHBA,汇添富现金宝货币A,货币型,HUITIANFUXIANJINBAOHUOBIA
244,000331,ZJHBA,中加货币A,货币型,ZHONGJIAHUOBIA
245,000332,ZJHBC,中加货币C,货币型,ZHONGJIAHUOBIC
246,000333,CCWGSYZQA,长城稳固收益债券A,债券型,CHANGCHENGWENGUSHOUYIZHAIQUANA
247,000334,CCWGSYZQC,长城稳固收益债券C,债券型,CHANGCHENGWENGUSHOUYIZHAIQUANC
248,000335,AXYLXYC,安信永利信用C,定开债券,ANXINYONGLIXINYONGC
249,000336,NYYJJXHH,农银研究精选混合,混合型,NONGYINYANJIUJINGXUANHUNHE
250,000338,PHSZBLZQ,鹏华双债保利债券,债券型,PENGHUASHUANGZHAIBAOLIZHAIQUAN
251,000339,CCYLBJHH,长城医疗保健混合,混合型,CHANGCHENGYILIAOBAOJIANHUNHE
252,000341,JSXXSCC2QDII,嘉实新兴市场C2(QDII),QDII,JIASHIXINXINGSHICHANGC2QDII
253,000342,JSXXSCA1QDII,嘉实新兴市场A1(QDII),QDII,JIASHIXINXINGSHICHANGA1QDII
254,000343,HXCFBHBA,华夏财富宝货币A,货币型,HUAXIACAIFUBAOHUOBIA
255,000345,PHFRDKZ,鹏华丰融定开债,定开债券,PENGHUAFENGRONGDINGKAIZHAI
256,000346,JXAXHB6GYDKA,建信安心回报6个月定开A,定开债券,JIANXINANXINHUIBAO6GEYUEDINGKAIA
257,000347,JXAXHB6GYDKC,建信安心回报6个月定开C,定开债券,JIANXINANXINHUIBAO6GEYUEDINGKAIC
258,000351,GFHFDQZQA,国富恒丰定期债券A,定开债券,GUOFUHENGFENGDINGQIZHAIQUANA
259,000352,GFHFDQZQC,国富恒丰定期债券C,定开债券,GUOFUHENGFENGDINGQIZHAIQUANC
260,000354,CSCZHZTHH,长盛城镇化主题混合,混合型,CHANGSHENGCHENGZHENHUAZHUTIHUNHE
261,000355,NFFYXYZQZQA,南方丰元信用增强债券A,债券型,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA
262,000356,NFFYXYZQZQC,南方丰元信用增强债券C,债券型,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC
263,000359,YFDYLCHBA,易方达易理财货币A,货币型,YIFANGDAYILICAIHUOBIA
264,000362,GTJXJZYSHHA,国泰聚信价值优势混合A,混合型,GUOTAIJUXINJIAZHIYOUSHIHUNHEA
265,000363,GTJXJZYSHHC,国泰聚信价值优势混合C,混合型,GUOTAIJUXINJIAZHIYOUSHIHUNHEC
266,000366,HTFTFTHBA,汇添富添富通货币A,货币型,HUITIANFUTIANFUTONGHUOBIA
267,000367,GTAKDQZFHHA,国泰安康定期支付混合A,混合型,GUOTAIANKANGDINGQIZHIFUHUNHEA
268,000368,HTFHS300AZZS,汇添富沪深300安中指数,股票指数,HUITIANFUHUSHEN300ANZHONGZHISHU
269,000369,GFQQYLBJQDII,广发全球医疗保健(QDII),QDII-指数,GUANGFAQUANQIUYILIAOBAOJIANQDII
270,000370,GFQQYLBJMY,广发全球医疗保健美元,QDII-指数,GUANGFAQUANQIUYILIAOBAOJIANMEIYUAN
271,000371,MSJYXJBHBA,民生加银现金宝货币A,货币型,MINSHENGJIAYINXIANJINBAOHUOBIA
272,000372,ZYHLBNDKZ,中银惠利半年定开债,定开债券,ZHONGYINHUILIBANNIANDINGKAIZHAI
273,000373,HAZZXFYYETFLJA,华安中证细分医药ETF联接A,联接基金,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA
274,000376,HAZZXFYYETFLJC,华安中证细分医药ETF联接C,联接基金,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC
275,000377,STMGSZZLZQA,上投摩根双债增利债券A,债券型,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANA
276,000378,STMGSZZLZQC,上投摩根双债增利债券C,债券型,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANC
277,000379,PARZLHBA,平安日增利货币A,货币型,PINGANRIZENGLIHUOBIA
278,000380,JSCCJYHBA,景顺长城景益货币A,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIA
279,000381,JSCCJYHBB,景顺长城景益货币B,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIB
280,000385,JSCCJYSLZQA,景顺长城景颐双利债券A,债券型,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA
281,000386,JSCCJYSLZQC,景顺长城景颐双利债券C,债券型,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC
282,000389,GFTTHHBA,广发天天红货币A,货币型,GUANGFATIANTIANHONGHUOBIA
283,000390,HSYSHYHH,华商优势行业混合,混合型,HUASHANGYOUSHIHANGYEHUNHE
284,000394,RTTYDRZQA,融通通源短融债券A,债券型,RONGTONGTONGYUANDUANRONGZHAIQUANA
285,000395,HTFAXZGZQA,汇添富安心中国债券A,债券型,HUITIANFUANXINZHONGGUOZHAIQUANA
286,000396,HTFAXZGZQC,汇添富安心中国债券C,债券型,HUITIANFUANXINZHONGGUOZHAIQUANC
287,000397,HTFQEBHB,汇添富全额宝货币,货币型,HUITIANFUQUANEBAOHUOBI
288,000398,HFLHPZHH,华富灵活配置混合,混合型,HUAFULINGHUOPEIZHIHUNHE
289,000402,GYCZZQA,工银纯债债券A,债券型,GONGYINCHUNZHAIZHAIQUANA
290,000403,GYCZZQB,工银纯债债券B,债券型,GONGYINCHUNZHAIZHAIQUANB
291,000404,YFDXXCZLHPZ,易方达新兴成长灵活配置,混合型,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI
292,000406,HTFSLZQZQA,汇添富双利增强债券A,债券型,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA
293,000407,HTFSLZQZQC,汇添富双利增强债券C,债券型,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC
294,000408,MSJYCZHHHA,民生加银城镇化混合A,混合型,MINSHENGJIAYINCHENGZHENHUAHUNHEA
295,000409,PHHBCYGP,鹏华环保产业股票,股票型,PENGHUAHUANBAOCHANYEGUPIAO
296,000410,YMFWLXHH,益民服务领先混合,混合型,YIMINFUWULINGXIANHUNHE
297,000411,JSCCYZCZGP,景顺长城优质成长股票,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAO
298,000414,JSJDSYCLDQHH,嘉实绝对收益策略定期混合,混合型,JIASHIJUEDUISHOUYICELUEDINGQIHUNHE
299,000415,DMTL18GYDKZA,大摩添利18个月定开债A,定开债券,DAMOTIANLI18GEYUEDINGKAIZHAIA
300,000416,DMTL18GYDKZC,大摩添利18个月定开债C,定开债券,DAMOTIANLI18GEYUEDINGKAIZHAIC
301,000417,GLAXJXHH,国联安新精选混合,混合型,GUOLIANANXINJINGXUANHUNHE
302,000418,JSCCCZZXGP,景顺长城成长之星股票,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAO
303,000419,DMYZXJCZA,大摩优质信价纯债A,债券型,DAMOYOUZHIXINJIACHUNZHAIA
304,000420,DMYZXJCZC,大摩优质信价纯债C,债券型,DAMOYOUZHIXINJIACHUNZHAIC
305,000421,HTBRFHZQA,华泰柏瑞丰汇债券A,债券型,HUATAIBAIRUIFENGHUIZHAIQUANA
306,000422,HTBRFHZQC,华泰柏瑞丰汇债券C,债券型,HUATAIBAIRUIFENGHUIZHAIQUANC
307,000423,QHKYSJQDHHA,前海开源事件驱动混合A,混合型,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA
308,000424,CSTLBHBA,长盛添利宝货币A,货币型,CHANGSHENGTIANLIBAOHUOBIA
309,000425,CSTLBHBB,长盛添利宝货币B,货币型,CHANGSHENGTIANLIBAOHUOBIB
310,000431,PHPPCCHH,鹏华品牌传承混合,混合型,PENGHUAPINPAICHUANCHENGHUNHE
311,000432,ZYYXQYHH,中银优秀企业混合,混合型,ZHONGYINYOUXIUQIYEHUNHE
312,000433,AXXFYXHH,安信鑫发优选混合,混合型,ANXINXINFAYOUXUANHUNHE
313,000434,XHYNBHBA,新华壹诺宝货币A,货币型,XINHUAYINUOBAOHUOBIA
314,000435,JXWDTLZQA,建信稳定添利债券A,债券型,JIANXINWENDINGTIANLIZHAIQUANA
315,000436,YFDYHDKHHFQS,易方达裕惠定开混合发起式,混合型,YIFANGDAYUHUIDINGKAIHUNHEFAQISHI
316,000439,GJXYHB,国金鑫盈货币,货币型,GUOJINXINYINGHUOBI
317,000452,NFYYBJLHPZHH,南方医药保健灵活配置混合,混合型,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHE
318,000457,STMGHXCZGP,上投摩根核心成长股票,股票型,SHANGTOUMOGENHEXINCHENGZHANGGUPIAO
319,000458,YDLXHBHHFQS,英大领先回报混合发起式,混合型,YINGDALINGXIANHUIBAOHUNHEFAQISHI
320,000459,YDLXHBHHFQS,英大领先回报混合发起式(后端),混合型,YINGDALINGXIANHUIBAOHUNHEFAQISHI
321,000462,NYZTLDHH,农银主题轮动混合,混合型,NONGYINZHUTILUNDONGHUNHE
322,000463,HSSZFLZQA,华商双债丰利债券A,债券型,HUASHANGSHUANGZHAIFENGLIZHAIQUANA
323,000464,JSHQBHB,嘉实活期宝货币,货币型,JIASHIHUOQIBAOHUOBI
324,000465,JSCCXYXDQZFZQ,景顺长城鑫月薪定期支付债券,定开债券,JINGSHUNCHANGCHENGXINYUEXINDINGQIZHIFUZHAIQUAN
325,000466,RTTRZQAB,融通通瑞债券A/B,债券型,RONGTONGTONGRUIZHAIQUANAB
326,000469,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券,定开债券,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
327,000470,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券(后端),定开债券,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
328,000471,FGCZFZGP,富国城镇发展股票,股票型,FUGUOCHENGZHENFAZHANGUPIAO
329,000472,FGCZFZGP,富国城镇发展股票(后端),股票型,FUGUOCHENGZHENFAZHANGUPIAO
330,000475,GFTTLHBA,广发天天利货币A,货币型,GUANGFATIANTIANLIHUOBIA
331,000476,GFTTLHBB,广发天天利货币B,货币型,GUANGFATIANTIANLIHUOBIB
332,000477,GFZTLXHH,广发主题领先混合,混合型,GUANGFAZHUTILINGXIANHUNHE
333,000478,JXZZ500ZSZQA,建信中证500指数增强A,股票指数,JIANXINZHONGZHENG500ZHISHUZENGQIANGA
334,000480,DFHXDLHH,东方红新动力混合,混合型,DONGFANGHONGXINDONGLIHUNHE
335,000481,HSSZFLZQC,华商双债丰利债券C,债券型,HUASHANGSHUANGZHAIFENGLIZHAIQUANC
336,000483,XYHBA,鑫元货币A,货币型,XINYUANHUOBIA
337,000484,XYHBB,鑫元货币B,货币型,XINYUANHUOBIB
338,000487,JS3GYLCZQA,嘉实3个月理财债券A,理财型,JIASHI3GEYUELICAIZHAIQUANA
339,000488,JS3GYLCZQE,嘉实3个月理财债券E,理财型,JIASHI3GEYUELICAIZHAIQUANE
340,000489,GDSMHLCZA,光大岁末红利纯债A,债券型,GUANGDASUIMOHONGLICHUNZHAIA
341,000490,GDSMHLCZC,光大岁末红利纯债C,债券型,GUANGDASUIMOHONGLICHUNZHAIC
342,000493,NFXJTA,南方现金通A,货币型,NANFANGXIANJINTONGA
343,000494,NFXJTB,南方现金通B,货币型,NANFANGXIANJINTONGB
344,000495,NFXJTC,南方现金通C,货币型,NANFANGXIANJINTONGC
345,000496,CACYJXHHA,长安产业精选混合A,混合型,CHANGANCHANYEJINGXUANHUNHEA
346,000497,CTCZZQA,财通纯债债券A,债券型,CAITONGCHUNZHAIZHAIQUANA
347,000501,HFHF18GYDKZC,华富恒富18个月定开债C,定开债券,HUAFUHENGFU18GEYUEDINGKAIZHAIC
348,000502,HFHF18GYDKZA,华富恒富18个月定开债A,定开债券,HUAFUHENGFU18GEYUEDINGKAIZHAIA
349,000503,ZXJTJHZDZA,中信建投景和中短债A,债券型,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIA
350,000504,ZXJTJHZDZC,中信建投景和中短债C,债券型,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIC
351,000505,GSABHBA,国寿安保货币A,货币型,GUOSHOUANBAOHUOBIA
352,000506,GSABHBB,国寿安保货币B,货币型,GUOSHOUANBAOHUOBIB
353,000507,TDHLHDHHA,泰达宏利宏达混合A,混合型,TAIDAHONGLIHONGDAHUNHEA
354,000508,TDHLHDHHB,泰达宏利宏达混合B,混合型,TAIDAHONGLIHONGDAHUNHEB
355,000509,GFQDZHBA,广发钱袋子货币A,货币型,GUANGFAQIANDAIZIHUOBIA
356,000511,GTGCQDLHPZHHA,国泰国策驱动灵活配置混合A,混合型,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEA
357,000512,GTHS300ZSZQA,国泰沪深300指数增强A,股票指数,GUOTAIHUSHEN300ZHISHUZENGQIANGA
358,000513,FGGDZZHYGP,富国高端制造行业股票,股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAO
359,000514,FGGDZZHYGP,富国高端制造行业股票(后端),股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAO
360,000516,FGXLYNQDQKFZQXA,富国祥利一年期定期开放债券型A,定开债券,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGA
361,000517,FGXLYNQDQKFZQXC,富国祥利一年期定期开放债券型C,定开债券,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGC
362,000520,SYXXJZCZHH,上银新兴价值成长混合,混合型,SHANGYINXINXINGJIAZHICHENGZHANGHUNHE
363,000521,NARXDKZQ,诺安瑞鑫定开债券,定开债券,NUOANRUIXINDINGKAIZHAIQUAN
364,000522,HRYDXXCMKJHH,华润元大信息传媒科技混合,混合型,HUARUNYUANDAXINXICHUANMEIKEJIHUNHE
365,000523,GTRYYLBJHHA,国投瑞银医疗保健混合A,混合型,GUOTOURUIYINYILIAOBAOJIANHUNHEA
366,000524,STMGMSXQGP,上投摩根民生需求股票,股票型,SHANGTOUMOGENMINSHENGXUQIUGUPIAO
367,000526,GTNYLHPZHHA,国泰浓益灵活配置混合A,混合型,GUOTAINONGYILINGHUOPEIZHIHUNHEA
368,000527,NFXYXLHPZHHA,南方新优享灵活配置混合A,混合型,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA
369,000528,GYXJHBA,工银薪金货币A,货币型,GONGYINXINJINHUOBIA
370,000529,GFJZYSHH,广发竞争优势混合,混合型,GUANGFAJINGZHENGYOUSHIHUNHE
371,000530,ZSFSWDZZHHA,招商丰盛稳定增长混合A,混合型,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA
372,000531,DWAEFHH,东吴阿尔法混合,混合型,DONGWUAERFAHUNHE
373,000532,JSCCYSQYHH,景顺长城优势企业混合,混合型,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHE
374,000533,YYHB,永赢货币,货币型,YONGYINGHUOBI
375,000534,CSGDZBHH,长盛高端装备混合,混合型,CHANGSHENGGAODUANZHUANGBEIHUNHE
376,000535,CSHTHGZBLHPZHH,长盛航天海工装备灵活配置混合,混合型,CHANGSHENGHANGTIANHAIGONGZHUANGBEILINGHUOPEIZHIHUNHE
377,000536,QHKYKZZZQ,前海开源可转债债券,债券型,QIANHAIKAIYUANKEZHUANZHAIZHAIQUAN
378,000538,NAYSHYHHA,诺安优势行业混合A,混合型,NUOANYOUSHIHANGYEHUNHEA
379,000539,ZYHQBHB,中银活期宝货币,货币型,ZHONGYINHUOQIBAOHUOBI
380,000540,GJJTTHBA,国金金腾通货币A,货币型,GUOJINJINTENGTONGHUOBIA
381,000541,HSCXCZHHFQS,华商创新成长混合发起式,混合型,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHI
382,000542,SYHCBHBA,上银慧财宝货币A,货币型,SHANGYINHUICAIBAOHUOBIA
383,000543,SYHCBHBB,上银慧财宝货币B,货币型,SHANGYINHUICAIBAOHUOBIB
384,000545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE
385,000546,XYDKZA,兴业定开债A,定开债券,XINGYEDINGKAIZHAIA
386,000547,JXJKMSHH,建信健康民生混合,混合型,JIANXINJIANKANGMINSHENGHUNHE
